problem,search.method,plan.length,metric.search,initial.heuristic.val,planning.time.msec,heuristic.time.msec,search.time.msec,grounding.time,expanded.nodes,states.evaluated,duplicates.detected,dead.ends,domain,grounded.fluents,grounded.external.actions,grounded.actions,grounded.predicates,grounded.events,type
instance-_1229,hrmax,56,56.0,53,993,178,310,48,58,572,109,0,farmland,0,6,28,0,0,continuous
instance-_1229,hmax,270,270.0,261,1031,292,419,34,372,5571,1306,0,farmland,0,8,40,0,0,continuous
instance-_1229,hrmax,584,584.0,565,2822,1820,2195,42,1996,22101,18256,0,farmland,0,10,52,0,0,continuous
instance-_1229,hmax,525,525.0,507,2173,1171,1388,64,1807,21258,16154,0,farmland,0,10,52,0,0,continuous
instance-_1229,hmax,400,400.0,397,1151,138,373,44,403,2413,801,0,farmland,0,4,16,0,0,continuous
instance-_1229,hmrp,224,224.0,221,1609,665,906,44,231,4143,476,0,farmland,0,8,40,0,0,continuous
instance-_1229,hmrp,456,456.0,455,1145,380,481,50,457,4566,905,0,farmland,0,6,28,0,0,continuous
instance-_1229,hmax,572,572.0,568,967,136,337,29,574,3443,1141,0,farmland,0,4,16,0,0,continuous
instance-_1229,hmrp,402,402.0,399,1510,554,729,47,404,7248,805,0,farmland,0,8,40,0,0,continuous
instance-_1229,hmax,457,457.0,451,1022,171,352,36,476,4728,997,0,farmland,0,6,28,0,0,continuous
instance-_1229,hmrp,512,512.0,512,778,35,202,29,513,1028,1017,0,farmland,0,2,4,0,0,continuous
instance-_1229,hmrp,400,400.0,400,944,112,187,37,401,2403,793,0,farmland,0,4,16,0,0,continuous
instance-_1229,hmrp,112,112.0,112,633,11,42,30,113,228,217,0,farmland,0,2,4,0,0,continuous
instance-_1229,hrmax,571,571.0,567,1463,378,721,51,573,5729,1139,0,farmland,0,6,28,0,0,continuous
instance-_1229,hmax,512,512.0,511,816,89,235,31,513,1028,1017,0,farmland,0,2,4,0,0,continuous
instance-_1229,hmax,169,169.0,168,751,73,131,28,170,342,331,0,farmland,0,2,4,0,0,continuous
instance-_1229,hmax,55,55.0,54,605,9,24,41,56,114,103,0,farmland,0,2,4,0,0,continuous
instance-_1229,hrmax,410,410.0,394,2748,1358,1730,64,1605,18361,15646,0,farmland,0,10,52,0,0,continuous
instance-_1229,hmax,58,58.0,54,933,24,49,55,61,363,119,0,farmland,0,4,16,0,0,continuous
instance-_1229,hrmax,456,456.0,453,1626,243,327,46,458,4572,909,0,farmland,0,6,28,0,0,continuous
instance-_1229,hrmax,46,46.0,40,1352,201,258,50,89,1235,381,0,farmland,0,8,40,0,0,continuous
instance-_1229,hrmax,58,58.0,54,790,153,193,30,59,355,109,0,farmland,0,4,16,0,0,continuous
instance-_1229,hmax,115,115.0,111,791,33,161,35,118,705,233,0,farmland,0,4,16,0,0,continuous
instance-_1229,hrmax,169,169.0,168,733,29,71,27,170,342,331,0,farmland,0,2,4,0,0,continuous
instance-_1229,hmrp,91,91.0,88,1055,249,337,69,93,1570,179,0,farmland,0,8,40,0,0,continuous
instance-_1229,hmrp,357,357.0,355,1358,576,719,43,362,6491,726,0,farmland,0,8,40,0,0,continuous
instance-_1229,hmrp,399,399.0,398,980,212,363,44,400,3996,791,0,farmland,0,6,28,0,0,continuous
instance-_1229,hmrp,313,313.0,310,1499,679,786,49,315,5402,619,0,farmland,0,8,40,0,0,continuous
instance-_1229,hrmax,402,402.0,395,1239,478,617,44,498,7110,1624,0,farmland,0,8,40,0,0,continuous
instance-_1229,hrmax,68,68.0,51,1865,750,1029,102,387,4834,3305,0,farmland,0,10,52,0,0,continuous
instance-_1229,hmrp,455,455.0,455,766,59,136,33,456,914,903,0,farmland,0,2,4,0,0,continuous
instance-_1229,hmrp,169,169.0,169,727,42,84,47,170,342,331,0,farmland,0,2,4,0,0,continuous
instance-_1229,hmax,186,186.0,164,1924,1065,1259,57,1709,19310,17654,0,farmland,0,10,52,0,0,continuous
instance-_12,hmrp,68,68.0,11,1866,848,1109,22,2144,31833,14736,0,fn-counters,0,12,24,0,0,continuous
instance-_12,hrmax,105,105.0,2,183026,157988,182397,25,738503,6841575,8900719,0,fn-counters,0,12,24,0,0,continuous
instance-_20,hmrp,216,216.0,19,165778,139629,164999,52,276395,6511878,3443593,0,fn-counters,0,20,40,0,0,continuous
instance-_2,hmax,1,1.0,1,644,1,10,23,2,2,0,0,fn-counters,0,2,4,0,0,continuous
instance-_2,hrmax,1,1.0,1,613,0,15,20,2,2,0,0,fn-counters,0,2,4,0,0,continuous
instance-_12,hmax,122,122.0,1,416031,299613,414608,30,3690027,31499326,49946838,0,fn-counters,0,12,24,0,0,continuous
instance-_2,hmrp,1,1.0,1,642,0,10,40,2,2,0,0,fn-counters,0,2,4,0,0,continuous
instance-_16,hmrp,134,134.0,15,11495,9131,10894,27,25060,512067,234002,0,fn-counters,0,16,32,0,0,continuous
instance-_12,hmrp,116,116.0,33,2199,1248,1576,31,3493,58042,25765,0,fn-counters-inv,0,12,24,0,0,continuous
instance-_12,hrmax,130,130.0,6,131917,119450,131364,18,372695,4701501,4238714,0,fn-counters-inv,0,12,24,0,0,continuous
instance-_20,hmrp,330,330.0,57,258859,227656,257884,45,465719,11806392,6822301,0,fn-counters-inv,0,20,40,0,0,continuous
instance-_12,hmax,140,140.0,3,231667,175197,230858,31,1773099,19254975,23261156,0,fn-counters-inv,0,12,24,0,0,continuous
instance-_16,hmrp,206,206.0,45,15167,12148,14399,27,33705,724149,354365,0,fn-counters-inv,0,16,32,0,0,continuous
instance-_1,hrmax,1,1.0,1,1095,1,39,185,2,2,0,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_3,hmrp,108,108.0,42,2111,1193,1405,19,814,15391,4074,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_1,hmrp,162,162.0,92,3545,2376,2901,29,4928,113282,44251,0,fn-counters-rnd,0,16,32,0,0,continuous
instance-_3,hmax,209,209.0,26,3086458,2292327,3085647,25,11896654,166602195,214067571,0,fn-counters-rnd,0,16,32,0,0,continuous
instance-_2,hmax,2,2.0,2,628,1,9,21,3,7,1,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_3,hrmax,118,118.0,24,41902,37218,41299,31,118758,1476809,1368789,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_3,hmrp,242,242.0,145,11051,8381,10160,25,14987,424993,165008,0,fn-counters-rnd,0,20,40,0,0,continuous
instance-_2,hmrp,104,104.0,71,1777,622,1003,31,427,8144,1987,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_2,hrmax,131,131.0,43,18848,16430,18127,28,51465,663713,568734,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_1,hmrp,349,349.0,157,177723,155903,177046,28,196804,6936000,2510503,0,fn-counters-rnd,0,24,48,0,0,continuous
instance-_1,hmrp,260,260.0,117,16295,13295,15187,26,22006,664389,215811,0,fn-counters-rnd,0,20,40,0,0,continuous
instance-_2,hmrp,180,180.0,87,7998,6254,7247,41,17927,382181,191444,0,fn-counters-rnd,0,16,32,0,0,continuous
instance-_1,hmax,98,98.0,18,11360,7999,10510,55,71425,815665,860895,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_3,hmrp,1,1.0,1,599,0,8,43,2,2,0,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_3,hmax,129,129.0,16,65903,49915,65261,40,510585,5415345,6646450,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_2,hrmax,2,2.0,2,633,1,19,30,3,7,1,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_3,hrmax,153,153.0,46,300028,275762,299176,23,446659,6991754,7285516,0,fn-counters-rnd,0,16,32,0,0,continuous
instance-_3,hmax,1,1.0,1,576,1,13,22,2,2,0,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_1,hmax,1,1.0,1,1100,1,46,181,2,2,0,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_1,hmrp,79,79.0,46,1429,535,679,20,607,10699,3834,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_1,hmrp,1,1.0,1,1099,0,44,194,2,2,0,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_2,hmrp,242,242.0,151,6829,5279,6175,40,7818,238946,73734,0,fn-counters-rnd,0,20,40,0,0,continuous
instance-_2,hmax,142,142.0,24,29656,22290,29035,34,210478,2396712,2650403,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_1,hrmax,76,76.0,30,2796,1834,2180,23,4095,56547,39174,0,fn-counters-rnd,0,12,24,0,0,continuous
instance-_3,hrmax,1,1.0,1,601,0,7,42,2,2,0,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_3,hmrp,140,140.0,119,1504,494,751,32,333,8863,1393,0,fn-counters-rnd,0,16,32,0,0,continuous
instance-_2,hmrp,2,2.0,2,641,1,10,34,3,7,1,0,fn-counters-rnd,0,2,4,0,0,continuous
instance-_2,hmax,313,313.0,12,817510,649468,816763,47,15922154,38274310,93409225,0,plant-watering,0,15,19,0,0,continuous
instance-_1,hmrp,606,606.0,87,3289,1572,2230,149,22358,34718,130834,0,plant-watering,0,17,21,0,0,continuous
instance-_1,hmrp,434,434.0,69,2594,1480,1769,68,15032,22882,83378,0,plant-watering,0,15,19,0,0,continuous
instance-_3,hmrp,419,419.0,80,2363,977,1531,44,7342,14123,38213,0,plant-watering,0,15,19,0,0,continuous
instance-_2,hmrp,779,779.0,105,3891,2107,2591,215,26671,41652,152807,0,plant-watering,0,17,21,0,0,continuous
instance-_3,hmrp,394,394.0,70,3452,1281,1584,227,8204,15775,44023,0,plant-watering,0,17,21,0,0,continuous
instance-_1,hmax,444,444.0,18,2436830,1832967,2436133,31,63716947,128216243,389937517,0,plant-watering,0,15,19,0,0,continuous
instance-_3,hrmax,453,453.0,20,14677331,13945239,14676522,32,62560220,154497175,365238374,0,plant-watering,0,15,19,0,0,continuous
instance-_2,hrmax,360,360.0,20,98729,93227,97946,42,375160,1060292,2091195,0,plant-watering,0,15,19,0,0,continuous
instance-_1,hrmax,516,516.0,27,213391,199737,212669,49,1152261,2589583,6804616,0,plant-watering,0,15,19,0,0,continuous
instance-_2,hmrp,322,322.0,59,2191,968,1466,40,9648,14193,55555,0,plant-watering,0,15,19,0,0,continuous
instance-_1229,hmax,568,568.0,162,2299,1318,1516,97,1077,26516,5095,0,sailing,4,8,44,0,0,continuous
instance-_1229,hrmax,174,174.0,173,2297,158,318,306,175,3655,0,0,sailing,1,6,24,0,0,continuous
instance-_1229,hmax,193,193.0,87,753,142,217,29,196,4114,5,0,sailing,2,6,27,0,0,continuous
instance-_1229,hmrp,747,747.0,500,1352,261,558,77,891,5568,681,0,sailing,4,2,11,0,0,continuous
instance-_1229,hmax,260,260.0,89,3844,1566,3345,30,264810,341503,1513799,0,sailing,3,2,10,0,0,continuous
instance-_1229,hmrp,764,764.0,517,1892,794,913,214,910,5741,680,0,sailing,9,2,16,0,0,continuous
instance-_1229,hmrp,756,756.0,516,1587,532,656,202,898,5664,666,0,sailing,8,2,15,0,0,continuous
instance-_1229,hmrp,514,514.0,515,1349,475,615,132,515,7104,863,0,sailing,7,4,28,0,0,continuous
instance-_1229,hrmax,174,174.0,173,1196,456,637,29,175,4873,0,0,sailing,1,8,32,0,0,continuous
instance-_1229,hmrp,499,499.0,500,1737,995,1188,45,500,13963,470,0,sailing,4,8,44,0,0,continuous
instance-_1229,hmrp,749,749.0,502,1119,348,475,68,893,5595,683,0,sailing,6,2,13,0,0,continuous
instance-_1229,hmrp,500,500.0,501,1537,779,903,61,501,10500,471,0,sailing,5,6,36,0,0,continuous
instance-_1229,hmax,174,174.0,88,2277,153,298,307,175,2437,0,0,sailing,1,4,16,0,0,continuous
instance-_1229,hmrp,175,175.0,175,961,333,425,35,176,3683,1,0,sailing,2,6,27,0,0,continuous
instance-_1229,hmrp,218,218.0,219,1409,318,489,48,219,6093,189,0,sailing,3,8,40,0,0,continuous
instance-_1229,hmax,239,239.0,87,1388,669,810,36,258,7097,163,0,sailing,3,8,40,0,0,continuous
instance-_1229,hrmax,174,174.0,173,2132,44,153,306,175,1219,0,0,sailing,1,2,8,0,0,continuous
instance-_1229,hmax,174,174.0,87,1065,340,499,35,175,4873,0,0,sailing,1,8,32,0,0,continuous
instance-_1229,hmrp,256,256.0,219,968,278,374,38,296,1919,157,0,sailing,3,2,10,0,0,continuous
instance-_1229,hmax,194,194.0,87,946,313,394,34,205,5674,60,0,sailing,2,8,36,0,0,continuous
instance-_1229,hrmax,582,582.0,323,2210,1261,1610,42,1136,28148,4114,0,sailing,4,8,44,0,0,continuous
instance-_1229,hrmax,924,924.0,323,3768448,2317425,3767873,45,240333464,262406074,1420295892,0,sailing,5,2,12,0,0,continuous
instance-_1229,hmax,797,797.0,162,187784,107885,186987,87,9867611,12628401,56519937,0,sailing,7,2,14,0,0,continuous
instance-_1229,hrmax,192,192.0,173,1089,401,549,45,242,4902,192,0,sailing,2,6,27,0,0,continuous
instance-_1229,hmax,922,922.0,163,632813,394422,631822,221,28337060,36179548,162392955,0,sailing,9,2,16,0,0,continuous
instance-_1229,hmrp,763,763.0,515,1413,612,713,77,908,5713,679,0,sailing,7,2,14,0,0,continuous
instance-_1229,hmrp,502,502.0,502,1284,498,604,75,504,6925,599,0,sailing,6,4,26,0,0,continuous
instance-_1229,hrmax,195,195.0,173,24544,13201,24012,37,2586169,3034100,15069079,0,sailing,2,2,9,0,0,continuous
instance-_1229,hmax,788,788.0,164,150083,79089,149483,54,8587609,10668805,49514335,0,sailing,6,2,13,0,0,continuous
instance-_1229,hmrp,175,175.0,175,653,115,177,40,176,2460,1,0,sailing,2,4,18,0,0,continuous
instance-_1229,hmax,196,196.0,89,802,168,225,29,244,3328,107,0,sailing,2,4,18,0,0,continuous
instance-_1229,hmrp,514,514.0,515,1702,680,804,83,515,10702,863,0,sailing,7,6,42,0,0,continuous
instance-_1229,hmrp,174,174.0,174,2393,131,414,306,175,3655,0,0,sailing,1,6,24,0,0,continuous
instance-_1229,hmax,1110,1110.0,162,714377,567083,713737,54,8755507,43757646,78824938,0,sailing,5,4,24,0,0,continuous
instance-_1229,hrmax,963,963.0,323,980999,580693,980473,40,75000023,80351036,444735860,0,sailing,4,2,11,0,0,continuous
instance-_1229,hmrp,500,500.0,500,1483,376,806,69,526,7143,667,0,sailing,4,4,22,0,0,continuous
instance-_1229,hmrp,219,219.0,219,926,228,393,34,245,3472,120,0,sailing,3,4,20,0,0,continuous
instance-_1229,hmax,783,783.0,164,68079,34869,67442,56,4192156,5352427,24018455,0,sailing,5,2,12,0,0,continuous
instance-_1229,hmrp,174,174.0,174,2316,216,338,306,175,2437,0,0,sailing,1,4,16,0,0,continuous
instance-_1229,hmrp,501,501.0,501,1012,289,413,47,527,7166,669,0,sailing,5,4,24,0,0,continuous
instance-_1229,hmrp,748,748.0,501,963,261,376,80,892,5582,682,0,sailing,5,2,12,0,0,continuous
instance-_1229,hmax,182,182.0,89,1656,527,1134,36,52296,75709,290371,0,sailing,2,2,9,0,0,continuous
instance-_1229,hmrp,175,175.0,176,1245,225,611,52,176,4908,1,0,sailing,2,8,36,0,0,continuous
instance-_1229,hmrp,174,174.0,174,2160,56,177,308,175,1219,0,0,sailing,1,2,8,0,0,continuous
instance-_1229,hrmax,192,192.0,173,822,205,308,36,226,3097,78,0,sailing,2,4,18,0,0,continuous
instance-_1229,hmrp,499,499.0,500,1237,468,637,43,500,10470,470,0,sailing,4,6,33,0,0,continuous
instance-_1229,hmrp,501,501.0,502,1768,902,1055,92,502,10530,472,0,sailing,6,6,39,0,0,continuous
instance-_1229,hrmax,291,291.0,173,69383,39228,68866,31,6126393,7041806,35855833,0,sailing,3,2,10,0,0,continuous
instance-_1229,hmax,239,239.0,87,763,182,238,32,246,5109,70,0,sailing,3,6,30,0,0,continuous
instance-_1229,hmax,1169,1169.0,162,2912341,2107205,2911490,91,49699404,119767221,588836609,0,sailing,7,4,28,0,0,continuous
instance-_1229,hmrp,174,174.0,174,1149,476,549,48,175,4873,0,0,sailing,1,8,32,0,0,continuous
instance-_1229,hrmax,244,244.0,173,1257,567,686,42,381,9944,848,0,sailing,3,8,40,0,0,continuous
instance-_1229,hmax,939,939.0,87,614029,423088,613482,46,6445384,51650006,38587650,0,sailing,3,4,20,0,0,continuous
instance-_1229,hmax,1068,1068.0,162,198893,117790,198162,128,9383920,11947941,53809162,0,sailing,8,2,15,0,0,continuous
instance-_1229,hmrp,218,218.0,219,1175,364,502,56,219,4567,189,0,sailing,3,6,30,0,0,continuous
instance-_1229,hmax,1773,1773.0,162,679527,530971,678948,41,8606517,50639771,69855369,0,sailing,4,4,22,0,0,continuous
instance-_1229,hmrp,175,175.0,175,783,151,235,33,176,1232,1,0,sailing,2,2,9,0,0,continuous
instance-_1229,hmrp,515,515.0,516,1664,655,879,118,516,7230,489,0,sailing,8,4,30,0,0,continuous
instance-_1229,hrmax,193,193.0,173,1022,359,445,36,245,6689,168,0,sailing,2,8,36,0,0,continuous
instance-_1229,hmax,751,751.0,164,32431,15966,31923,47,2139029,2921151,12060882,0,sailing,4,2,11,0,0,continuous
instance-_1229,hmax,1204,1204.0,162,10852275,6194757,10851544,133,169319077,422589047,1956978919,0,sailing,6,4,26,0,0,continuous
instance-_1229,hmax,174,174.0,88,2138,55,159,307,175,1219,0,0,sailing,1,2,8,0,0,continuous
instance-_1229,hmax,174,174.0,88,2378,250,399,307,175,3655,0,0,sailing,1,6,24,0,0,continuous
instance-_1229,hrmax,243,243.0,173,1150,330,488,49,369,7264,613,0,sailing,3,6,30,0,0,continuous
instance-_1229,hrmax,174,174.0,173,2187,80,209,305,175,2437,0,0,sailing,1,4,16,0,0,continuous
p4,hrmax,939,939.0,13,3625,2099,2660,79,3429,33388,73169,0,learns-continuous,31,50,81,0,0,continuous
p0,hmrp,195,195.0,66,1219,104,156,36,258,970,605,0,learns-continuous,6,10,16,0,0,continuous
p7,hmax,1500,1500.0,13,22663,13081,21736,140,119128,241589,6218523,0,learns-continuous,54,80,134,0,0,continuous
p7,hmrp,1566,1566.0,534,8036,6499,7180,66,2119,52061,62624,0,learns-continuous,54,80,134,0,0,continuous
p5,hrmax,1124,1124.0,13,4173,2775,3433,55,3265,42839,74894,0,learns-continuous,36,60,96,0,0,continuous
p0,hmax,198,198.0,13,997,172,337,36,1150,2163,4848,0,learns-continuous,6,10,16,0,0,continuous
p8,hrmax,1686,1686.0,13,12924,10834,12071,91,10820,113444,537131,0,learns-continuous,60,90,150,0,0,continuous
p8,hmax,1686,1686.0,13,11580,9408,10741,84,10820,113444,537131,0,learns-continuous,60,90,150,0,0,continuous
p3,hmax,758,758.0,13,2860,1640,1986,61,3504,22117,69296,0,learns-continuous,26,40,66,0,0,continuous
p7,hrmax,1500,1500.0,13,24464,15292,23713,114,119128,241589,6218523,0,learns-continuous,54,80,134,0,0,continuous
p9,hmrp,1988,1988.0,662,13479,11832,12556,126,2647,79503,84942,0,learns-continuous,62,100,162,0,0,continuous
p8,hmrp,1773,1773.0,600,10915,8945,9466,73,2385,66037,77356,0,learns-continuous,60,90,150,0,0,continuous
p0,hrmax,198,198.0,13,759,79,144,39,1150,2163,4848,0,learns-continuous,6,10,16,0,0,continuous
p2,hmax,566,566.0,13,2072,756,1306,42,2081,13085,28734,0,learns-continuous,20,30,50,0,0,continuous
p1,hmrp,388,388.0,133,1301,489,605,81,518,3441,3353,0,learns-continuous,13,20,33,0,0,continuous
p6,hmax,1309,1309.0,13,6531,4518,5742,79,11981,76285,464137,0,learns-continuous,45,70,115,0,0,continuous
p4,hmrp,970,970.0,331,3289,2037,2471,65,1316,20451,20507,0,learns-continuous,31,50,81,0,0,continuous
p4,hmax,939,939.0,13,3398,2155,2529,71,3429,33388,73169,0,learns-continuous,31,50,81,0,0,continuous
p3,hrmax,758,758.0,13,2565,1333,1771,108,3504,22117,69296,0,learns-continuous,26,40,66,0,0,continuous
p1,hmax,381,381.0,13,1559,650,895,39,3117,8686,32175,0,learns-continuous,13,20,33,0,0,continuous
p3,hmrp,795,795.0,266,2483,1262,1551,42,1070,13850,14097,0,learns-continuous,26,40,66,0,0,continuous
p6,hrmax,1309,1309.0,13,7177,5547,6420,129,11981,76285,464137,0,learns-continuous,45,70,115,0,0,continuous
p9,hmax,1868,1868.0,13,15670,12464,14810,86,21734,149918,1198810,0,learns-continuous,62,100,162,0,0,continuous
p6,hmrp,1378,1378.0,465,5775,4642,5023,63,1850,39380,44098,0,learns-continuous,45,70,115,0,0,continuous
p5,hmax,1124,1124.0,13,3753,2458,2990,65,3265,42839,74894,0,learns-continuous,36,60,96,0,0,continuous
p9,hrmax,1868,1868.0,13,18625,15046,17595,68,21734,149918,1198810,0,learns-continuous,62,100,162,0,0,continuous
p5,hmrp,1178,1178.0,396,4072,2999,3357,87,1581,29005,28108,0,learns-continuous,36,60,96,0,0,continuous
p2,hrmax,566,566.0,13,2126,1092,1357,78,2081,13085,28734,0,learns-continuous,20,30,50,0,0,continuous
p1,hrmax,381,381.0,13,1757,724,1029,43,3117,8686,32175,0,learns-continuous,13,20,33,0,0,continuous
p2,hmrp,582,582.0,200,2290,1219,1378,58,785,7643,8150,0,learns-continuous,20,30,50,0,0,continuous
p0,hmrp,218,218.0,66,2379,1111,1316,199,4341,11568,25300,0,learns-discrete,67,0,67,0,0,discrete
p7,hmrp,1805,1805.0,534,4095593,4007166,4093794,241,244772,8488736,5729775,0,learns-discrete,557,0,557,0,0,discrete
p5,hrmax,1370,1370.0,13,897213,515725,895440,282,5690160,7343787,219578525,0,learns-discrete,423,0,423,0,0,discrete
p0,hmax,219,219.0,13,1793,410,612,104,6963,9146,39510,0,learns-discrete,67,0,67,0,0,discrete
p8,hrmax,2082,2082.0,13,67058,56889,64792,240,56097,255401,3247878,0,learns-discrete,653,0,653,0,0,discrete
p8,hmax,2082,2082.0,13,67590,57189,65265,284,56097,255401,3247878,0,learns-discrete,653,0,653,0,0,discrete
p3,hmax,913,913.0,13,25045,13915,22701,390,206143,283465,5532767,0,learns-discrete,283,0,283,0,0,discrete
p0,hrmax,219,219.0,13,2061,514,1058,166,6963,9146,39510,0,learns-discrete,67,0,67,0,0,discrete
p2,hmax,671,671.0,13,4769,1742,2738,481,14634,28282,274668,0,learns-discrete,203,0,203,0,0,discrete
p1,hmrp,447,447.0,133,6027,4174,4731,86,9139,51029,87531,0,learns-discrete,135,0,135,0,0,discrete
p4,hmrp,1167,1167.0,331,11665457,11332199,11663979,172,1690036,35690422,26472141,0,learns-discrete,383,0,385,0,0,discrete
p3,hrmax,913,913.0,13,25796,14538,23217,160,206143,283465,5532767,0,learns-discrete,283,0,283,0,0,discrete
p1,hmax,443,443.0,13,3241,1034,1578,221,14066,20440,174083,0,learns-discrete,135,0,135,0,0,discrete
p3,hmrp,898,898.0,266,74670,69420,72879,333,46651,477663,872122,0,learns-discrete,283,0,283,0,0,discrete
p9,hmax,2286,2286.0,13,92842,73271,90513,244,115207,326102,7047644,0,learns-discrete,706,0,706,0,0,discrete
p6,hmrp,1598,1598.0,465,1282585,1247532,1280364,411,151874,3839114,3524384,0,learns-discrete,486,0,487,0,0,discrete
p5,hmax,1370,1370.0,13,877602,502359,875846,408,5690160,7343787,219578525,0,learns-discrete,423,0,423,0,0,discrete
p9,hrmax,2286,2286.0,13,91763,72442,89017,562,115207,326102,7047644,0,learns-discrete,706,0,706,0,0,discrete
p5,hmrp,1368,1368.0,396,640152,620970,638219,271,127498,2230775,2790584,0,learns-discrete,423,0,423,0,0,discrete
p2,hrmax,671,671.0,13,4256,1770,2353,218,14634,28282,274668,0,learns-discrete,203,0,203,0,0,discrete
p1,hrmax,443,443.0,13,2633,772,1211,333,14066,20440,174083,0,learns-discrete,135,0,135,0,0,discrete
p2,hmrp,675,675.0,200,40126,35592,38700,271,65446,449735,1100946,0,learns-discrete,203,0,203,0,0,discrete
